date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:40:24	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2004%20Feb%202023%2006:39:39%20GMT	https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/be51a9c82c5a.png	/home/winmorre/Desktop/all_code/central/d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/be51a9c82c5a.png	(from https://www.classcentral.com/subject/ethics)
06:40:43	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2004%20Feb%202023%2006:39:57%20GMT	https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/c666fd7cf690.png	/home/winmorre/Desktop/all_code/central/d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/c666fd7cf690.png	(from https://www.classcentral.com/subject/ethics)
06:40:56	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2004%20Feb%202023%2006:40:11%20GMT	https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/dcd54d7a1c36.jpg	/home/winmorre/Desktop/all_code/central/d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/dcd54d7a1c36.jpg	(from https://www.classcentral.com/subject/ethics)
06:41:08	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2004%20Feb%202023%2006:40:23%20GMT	https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/2cd068795fbe.jpg	/home/winmorre/Desktop/all_code/central/d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/2cd068795fbe.jpg	(from https://www.classcentral.com/subject/ethics)
06:41:11	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2004%20Feb%202023%2006:40:25%20GMT	https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/5a4fc00ad5bf.png	/home/winmorre/Desktop/all_code/central/d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/5a4fc00ad5bf.png	(from https://www.classcentral.com/subject/library-science)
06:41:43	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2004%20Feb%202023%2006:40:57%20GMT	https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/4149975c0efd.jpg	/home/winmorre/Desktop/all_code/central/d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/4149975c0efd.jpg	(from https://www.classcentral.com/subject/library-science)
06:41:47	346/346	URF---	200	added ('OK%20(cached)')	image/png		https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Finstitutions%2Fnios-hz.png?auto=format&blur=200&h=40&ixlib=php-3.3.1&px=16&s=71deb990d511e32587818f6154d16739	/home/winmorre/Desktop/all_code/central/ccweb.imgix.net/https_/www.classcentral.com/images/logos/institutions/nios-hzd226.png	(from https://www.classcentral.com/subject/library-science)
06:41:55	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2004%20Feb%202023%2006:41:09%20GMT	https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/6021aa1f0de0.jpg	/home/winmorre/Desktop/all_code/central/d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/6021aa1f0de0.jpg	(from https://www.classcentral.com/subject/library-science)
06:41:57	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2004%20Feb%202023%2006:41:12%20GMT	https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/2515712f7ade.jpg	/home/winmorre/Desktop/all_code/central/d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/2515712f7ade.jpg	(from https://www.classcentral.com/subject/electrical-engineering)
06:42:29	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2004%20Feb%202023%2006:41:44%20GMT	https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/8a05d420b39f.jpg	/home/winmorre/Desktop/all_code/central/d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/8a05d420b39f.jpg	(from https://www.classcentral.com/subject/electrical-engineering)
